build,level,n,melee_defense_base_mean,magic_defense_base_mean,missile_defense_base_mean,missile_weapons_base_mean,light_weapons_base_mean,heavy_weapons_base_mean,finesse_weapons_base_mean,two_handed_combat_base_mean,war_magic_base_mean,void_magic_base_mean,life_magic_base_mean,fletching_base_mean,melee_defense_base_min,magic_defense_base_min,missile_defense_base_min,missile_weapons_base_min,light_weapons_base_min,heavy_weapons_base_min,finesse_weapons_base_min,two_handed_combat_base_min,war_magic_base_min,void_magic_base_min,life_magic_base_min,fletching_base_min,melee_defense_base_max,magic_defense_base_max,missile_defense_base_max,missile_weapons_base_max,light_weapons_base_max,heavy_weapons_base_max,finesse_weapons_base_max,two_handed_combat_base_max,war_magic_base_max,void_magic_base_max,life_magic_base_max,fletching_base_max
MAGE,260,8,366,291,83,100,133,133,137,133,190,190,351,0,341,264,80,100,133,133,133,133,0,0,335,0,399,319,98,100,133,133,163,133,381,381,353,0
MAGE,261,11,326,285,74,91,126,126,123,126,165,168,317,0,74,217,40,50,83,83,67,83,0,0,145,0,383,319,88,110,143,143,147,143,381,381,381,0
MAGE,262,7,372,291,84,103,137,137,140,137,163,218,357,0,331,291,74,100,133,133,123,133,0,0,353,0,399,291,98,120,148,148,163,148,381,381,381,0
MAGE,263,7,335,287,115,107,141,141,142,141,109,272,355,0,140,245,78,96,130,130,130,130,0,0,341,0,399,319,292,145,163,163,163,163,381,381,381,0
MAGE,264,5,378,297,89,109,139,139,148,139,152,217,364,0,346,291,80,100,133,133,133,133,0,0,353,0,416,319,108,145,163,163,180,163,381,381,381,0
MAGE,265,7,357,291,85,106,137,137,141,137,272,109,353,0,341,291,80,100,133,133,133,133,0,0,353,0,393,291,94,125,150,150,157,150,381,381,353,0
MAGE,266,6,373,291,85,112,143,143,142,143,254,127,362,0,341,291,80,100,133,133,133,133,0,0,353,0,399,291,98,145,163,163,163,163,381,381,381,0
MAGE,267,3,376,291,159,184,146,146,150,146,127,127,353,134,369,291,80,100,133,133,133,133,0,0,353,0,389,291,306,353,163,163,163,163,381,381,353,401
MAGE,268,7,331,262,112,94,133,133,136,133,214,109,307,0,53,34,32,5,92,92,53,92,0,0,0,0,399,319,306,145,163,163,163,163,381,381,381,0
MAGE,269,10,381,291,89,114,143,143,148,143,190,190,356,0,358,291,80,100,133,133,133,133,0,0,353,0,409,291,104,145,163,163,173,163,381,381,381,0
MAGE,270,8,380,294,91,110,142,142,151,142,187,238,353,0,361,291,82,100,133,133,137,133,0,0,353,0,399,319,98,143,162,162,163,162,381,381,353,0
MAGE,271,10,336,286,100,97,134,134,132,134,295,76,344,0,137,211,56,65,103,103,93,103,0,0,239,0,391,319,290,105,150,150,155,150,381,381,381,0
MAGE,272,7,341,261,88,146,176,146,147,146,109,163,354,57,108,83,65,81,133,131,108,131,0,0,330,0,403,291,100,381,338,163,167,163,381,381,381,401
MAGE,273,5,365,273,91,204,151,151,151,151,152,147,341,63,313,202,80,100,133,133,133,133,0,0,287,0,399,291,98,381,163,163,163,163,381,381,381,314
MAGE,274,8,304,273,112,115,144,144,143,144,258,95,338,0,133,88,80,100,133,133,133,133,0,0,145,0,401,319,288,145,163,163,165,163,381,381,381,0
MAGE,275,791,371,295,127,127,147,146,153,147,229,132,357,15,37,34,22,5,62,62,37,62,0,0,55,0,416,319,326,381,399,365,403,399,381,381,381,429
MELEE,11,47,77,11,36,49,76,84,57,80,0,0,1,6,39,8,18,5,42,42,30,42,0,0,0,0,150,29,91,65,95,148,80,166,0,0,28,72
MELEE,12,53,83,20,34,53,78,83,56,87,2,0,4,4,25,3,4,5,37,37,7,37,0,0,0,0,131,81,49,126,128,166,98,150,85,0,84,90
MELEE,13,32,79,16,36,58,84,89,60,84,0,0,0,7,42,8,22,5,58,56,37,56,0,0,0,0,152,67,53,145,165,162,87,149,0,0,12,87
MELEE,14,43,97,17,39,57,84,98,63,87,2,0,1,1,12,8,4,5,53,53,7,53,0,0,0,0,154,63,84,132,158,175,159,150,67,0,55,45
MELEE,15,39,102,15,40,51,83,99,64,83,0,0,3,1,13,8,4,5,37,37,7,37,0,0,0,0,172,46,58,75,169,181,107,158,0,0,50,50
MELEE,16,220,73,12,35,51,79,86,58,82,0,0,1,1,12,8,9,5,43,43,7,43,0,0,0,0,174,87,65,176,182,194,103,190,0,0,74,100
MELEE,17,56,94,14,42,55,89,99,64,93,0,0,1,2,42,8,19,5,61,61,32,61,0,0,0,0,170,50,130,79,166,189,103,180,0,0,20,72
MELEE,18,50,91,17,38,56,86,98,64,92,0,0,1,8,42,3,9,5,42,42,15,42,0,0,0,0,180,65,64,85,157,194,107,192,0,0,34,152
MELEE,19,42,89,15,38,51,88,95,60,97,0,0,5,2,12,8,4,5,37,42,7,37,0,0,0,0,185,61,128,85,113,200,97,202,0,0,117,71
MELEE,20,63,105,22,44,60,97,110,66,95,2,0,2,3,7,8,4,5,47,47,7,47,0,0,0,0,200,110,150,93,200,209,111,195,154,0,95,71
MELEE,21,38,120,27,41,61,92,108,69,102,5,0,11,1,18,8,8,5,37,37,13,37,0,0,0,0,205,81,64,157,178,210,107,211,179,0,150,37
MELEE,22,30,125,36,51,66,102,110,79,104,0,0,8,1,60,8,26,34,68,68,43,68,0,0,0,0,200,111,159,84,191,200,186,158,0,0,100,38
MELEE,23,40,109,22,46,57,94,104,68,109,0,0,4,1,17,8,4,5,37,37,7,43,0,0,0,0,221,96,139,91,229,218,113,228,0,0,38,42
MELEE,24,37,125,25,48,64,103,125,78,115,0,0,5,4,36,8,16,5,62,62,27,62,0,0,0,0,217,97,99,88,202,230,113,221,0,0,95,134
MELEE,25,48,114,26,48,59,92,104,75,99,0,0,7,6,42,8,22,5,37,37,37,37,0,0,0,0,230,113,167,94,217,238,202,225,0,0,143,188
MELEE,26,27,116,29,43,64,108,115,70,109,0,0,13,0,47,8,22,25,67,67,37,67,0,0,0,0,220,115,68,90,207,217,113,242,0,0,139,0
MELEE,27,28,126,33,45,66,100,114,74,101,6,0,4,3,30,8,12,5,53,53,20,53,0,0,0,0,230,100,83,193,233,251,116,238,170,0,61,83
MELEE,28,30,144,35,50,72,107,119,79,115,1,0,10,6,12,8,4,5,37,37,7,47,0,0,0,0,214,114,133,219,200,248,118,249,33,0,150,172
MELEE,29,38,120,23,45,67,98,121,76,104,0,0,5,7,12,8,4,5,37,37,7,47,0,0,0,0,231,101,69,213,220,261,126,250,0,0,91,144
MELEE,30,39,150,38,61,73,113,128,91,129,3,0,4,5,22,8,4,5,53,70,7,53,0,0,0,0,233,149,144,227,221,253,209,250,108,10,44,187
MELEE,31,34,145,29,52,71,113,120,86,120,0,0,3,7,43,8,23,5,67,67,38,67,0,0,0,0,257,111,104,105,244,259,225,252,0,0,80,182
MELEE,32,28,156,44,55,77,115,121,87,131,0,0,25,8,57,8,28,20,50,50,47,50,0,0,0,0,250,125,135,105,250,250,128,264,0,0,190,144
MELEE,33,44,110,29,47,70,106,107,74,117,0,0,4,6,12,8,4,5,37,37,7,47,0,0,0,0,240,128,153,241,235,178,133,267,0,0,151,168
MELEE,34,37,163,42,53,83,125,125,87,121,0,0,15,15,17,8,9,5,58,67,7,58,0,0,0,0,252,117,76,248,251,263,127,269,0,0,160,217
MELEE,35,26,148,39,50,78,116,128,82,112,3,0,26,11,17,8,4,5,37,37,7,37,0,0,0,0,253,115,78,250,270,258,127,260,78,0,135,155
MELEE,36,26,166,46,58,76,118,133,92,130,0,0,16,6,20,8,12,5,50,50,20,50,0,0,0,0,266,114,134,106,197,257,131,270,0,0,126,120
MELEE,37,32,140,39,52,68,113,129,82,117,0,0,14,13,22,8,10,5,40,40,17,40,0,0,0,0,250,148,140,110,256,281,123,253,0,0,153,220
MELEE,38,34,160,46,58,88,131,148,92,140,0,0,8,11,47,8,22,5,48,48,37,48,0,0,0,0,282,135,142,266,295,290,132,290,0,0,129,197
MELEE,39,44,160,34,65,89,118,138,103,138,0,0,8,4,42,8,22,5,70,70,37,70,0,0,0,0,266,119,206,221,185,300,231,291,0,0,119,148
MELEE,40,33,115,36,47,69,105,122,72,105,0,0,3,10,17,8,10,5,37,47,7,37,0,0,0,0,278,171,158,188,261,264,127,270,0,0,60,134
MELEE,41,23,131,38,48,78,114,127,80,115,0,0,0,13,42,8,22,5,37,37,37,37,0,0,0,0,264,150,75,257,261,297,126,258,0,0,0,214
MELEE,42,27,151,38,54,85,115,134,88,117,0,0,8,9,53,8,26,50,67,77,43,67,0,0,0,0,269,130,152,250,147,300,133,206,0,0,146,205
MELEE,43,46,184,44,63,79,132,139,103,133,0,0,9,5,48,8,23,5,48,48,38,48,0,0,0,0,290,141,167,110,300,303,267,302,0,0,136,212
MELEE,44,25,161,39,68,82,123,131,95,135,9,0,24,17,60,8,16,20,67,67,27,67,0,0,0,0,287,122,153,169,288,287,140,301,225,0,200,215
MELEE,45,35,166,63,71,80,119,145,92,138,0,0,10,17,32,8,16,18,50,50,27,50,0,0,0,0,297,176,238,110,305,309,136,300,0,0,184,247
MELEE,46,44,189,54,69,96,127,154,106,142,0,0,10,18,43,8,25,5,67,67,33,67,0,0,0,0,300,154,195,283,307,313,269,306,0,0,140,245
MELEE,47,29,167,57,65,76,122,149,95,137,8,0,5,0,12,8,4,5,67,70,7,67,0,0,0,0,304,161,211,106,310,313,302,313,228,0,116,0
MELEE,48,59,122,26,53,71,122,133,83,126,0,0,4,4,60,8,30,50,67,67,50,67,0,0,0,0,301,151,186,277,309,315,137,308,0,0,119,243
MELEE,49,51,122,33,46,66,119,118,76,123,1,0,6,0,44,8,22,5,67,69,37,67,0,0,0,0,309,144,181,108,308,233,314,290,40,0,140,0
MELEE,50,103,175,55,61,75,123,150,94,133,2,0,11,5,12,8,4,5,37,37,7,37,0,0,0,0,309,173,171,180,317,318,143,322,206,0,187,290
MELEE,51,63,174,67,59,90,118,161,95,133,0,0,17,15,12,8,4,5,57,67,7,57,0,0,0,0,310,200,177,290,215,322,310,320,0,0,182,223
MELEE,52,54,185,55,63,86,127,150,105,147,0,0,9,13,12,8,9,5,37,37,7,37,0,0,0,0,310,170,146,290,324,329,311,325,0,0,151,300
MELEE,53,37,201,72,69,91,135,170,107,164,0,1,33,3,37,8,22,50,67,67,37,67,0,0,0,0,317,156,210,162,313,325,323,325,0,38,206,77
MELEE,54,36,189,71,62,87,131,179,100,145,0,0,26,0,60,8,30,50,77,67,47,67,0,0,0,0,311,201,91,110,308,327,143,325,0,0,192,0
MELEE,55,44,195,71,66,106,132,158,100,146,0,0,26,31,60,8,30,5,67,67,50,67,0,0,0,0,314,206,234,299,269,328,146,327,0,0,232,270
MELEE,56,95,134,41,55,67,123,138,87,133,0,0,6,0,47,8,22,5,48,48,37,48,0,0,0,0,312,198,230,235,320,326,325,326,0,0,175,0
MELEE,57,70,162,59,56,89,120,158,90,134,1,0,18,25,14,8,5,5,37,37,9,37,0,0,0,0,318,200,225,299,304,332,153,333,38,0,266,279
MELEE,58,34,190,59,69,91,134,175,100,143,2,0,11,13,51,8,22,5,67,67,46,67,0,0,0,0,318,155,210,293,317,330,148,315,55,0,176,234
MELEE,59,29,146,50,58,70,131,135,88,136,4,0,39,0,47,8,22,5,37,37,33,37,0,0,0,0,326,179,168,115,329,326,146,331,114,0,199,0
MELEE,60,31,220,90,73,105,130,198,119,157,0,0,20,12,47,3,22,15,67,67,37,67,0,0,0,0,326,220,165,285,154,337,273,328,0,0,190,219
MELEE,61,31,213,76,78,106,137,160,110,162,0,0,22,32,58,8,30,29,67,72,50,67,0,0,0,0,327,175,256,302,285,326,148,345,10,0,192,276
MELEE,62,28,202,94,63,91,141,181,109,145,0,4,47,27,12,8,4,5,37,37,7,37,0,0,0,0,327,193,134,286,287,338,266,325,0,55,200,280
MELEE,63,20,237,99,84,97,150,160,115,175,0,0,18,0,60,8,30,50,95,90,50,90,0,0,0,0,321,224,184,252,341,335,319,326,0,0,200,0
MELEE,64,23,209,67,68,110,129,172,103,145,0,0,24,38,47,8,22,50,67,75,37,67,0,0,0,0,315,211,182,300,156,340,150,331,0,0,199,275
MELEE,65,19,215,64,66,95,139,197,108,134,0,0,54,6,60,8,30,50,67,67,50,67,0,0,0,0,339,154,89,231,305,341,149,200,0,0,203,106
MELEE,66,21,185,71,59,91,135,159,93,135,0,0,42,26,20,8,16,5,84,84,10,89,0,0,0,0,332,174,127,270,305,343,152,251,0,0,220,242
MELEE,67,22,220,75,69,101,136,175,110,154,4,0,27,21,7,11,4,5,37,37,7,37,0,0,0,0,330,165,155,315,304,345,167,343,98,0,136,273
MELEE,68,20,192,67,70,102,128,171,111,144,8,0,41,18,48,8,26,50,67,77,43,67,0,0,0,0,330,177,212,279,157,340,276,330,155,0,203,229
MELEE,69,21,210,85,79,86,132,152,102,156,0,0,36,0,42,8,22,50,100,100,37,100,0,0,0,0,344,201,247,120,165,340,156,341,0,0,216,0
MELEE,70,33,247,88,81,116,146,170,121,208,0,0,32,8,77,8,40,50,83,83,75,83,0,0,0,0,335,220,209,300,331,347,153,348,0,0,201,209
MELEE,71,19,201,73,62,81,131,170,103,178,0,0,15,0,47,8,27,5,67,77,37,67,0,0,0,0,328,220,90,119,162,348,150,339,0,0,199,0
MELEE,72,25,216,111,66,87,150,163,102,168,0,0,27,0,47,8,22,5,67,67,37,67,0,0,0,0,325,230,198,120,338,332,150,331,0,0,208,0
MELEE,73,21,247,110,83,104,172,175,109,189,0,0,35,25,47,8,26,5,89,89,37,89,0,0,0,0,323,215,261,290,350,355,154,350,0,0,238,250
MELEE,74,19,194,81,68,83,171,155,97,147,0,0,42,23,43,8,26,41,67,67,43,67,0,0,0,0,337,186,181,128,351,352,157,352,0,0,202,243
MELEE,75,24,238,98,91,105,156,182,126,178,0,0,72,12,53,8,26,30,74,74,43,74,0,0,0,0,345,220,225,139,340,364,277,334,0,0,287,280
MELEE,76,20,205,87,74,93,149,166,105,160,0,0,52,21,60,8,30,28,72,82,50,72,0,0,0,0,338,212,214,120,340,343,152,331,0,0,229,277
MELEE,77,16,190,62,81,95,134,170,104,150,0,0,39,7,60,8,30,5,90,90,50,90,0,0,0,0,340,241,246,253,159,350,153,331,0,0,232,114
MELEE,78,18,220,86,67,102,159,206,111,168,0,0,75,0,62,8,31,50,93,83,52,83,0,0,0,0,346,222,96,200,349,352,160,360,0,0,260,0
MELEE,79,22,196,68,64,123,150,158,106,173,0,0,22,30,42,8,27,50,67,77,37,67,0,0,0,0,355,189,94,277,357,312,157,356,0,0,165,215
MELEE,80,36,214,110,72,88,149,167,102,148,0,0,80,15,47,8,22,15,77,73,37,73,0,0,0,0,352,201,254,293,344,358,156,357,0,0,260,326
MELEE,81,17,244,110,75,96,147,181,132,191,0,0,8,0,60,8,30,50,104,114,50,104,0,0,0,0,348,215,134,125,320,358,371,354,0,0,139,0
MELEE,82,11,197,88,76,87,141,162,124,134,26,0,76,27,77,8,40,50,76,76,67,86,0,0,0,0,340,208,221,125,250,327,360,164,290,0,255,300
MELEE,83,15,190,91,72,91,150,164,107,168,0,0,40,0,60,8,30,30,67,72,50,67,0,0,0,0,350,242,210,137,357,337,160,350,0,0,212,0
MELEE,84,24,284,132,92,117,172,201,134,187,0,0,52,30,77,8,40,55,73,83,67,73,0,0,0,0,354,205,210,325,344,368,168,370,0,0,215,305
MELEE,85,25,213,85,65,97,142,178,108,146,0,0,58,6,60,8,30,50,67,67,50,67,0,0,0,0,360,222,97,290,313,357,162,333,0,0,260,140
MELEE,86,21,193,66,77,100,139,159,107,157,0,0,35,26,61,8,30,50,67,67,50,67,0,0,0,0,347,177,222,322,267,365,156,340,0,0,224,305
MELEE,87,22,217,106,88,99,156,172,112,165,2,0,36,21,17,8,4,5,67,77,7,67,0,0,0,0,356,228,208,335,362,357,160,371,55,0,276,289
MELEE,88,10,163,61,54,76,128,140,99,122,0,0,53,18,60,8,30,50,67,77,50,67,0,0,0,0,350,178,98,123,183,320,201,163,0,0,207,180
MELEE,89,22,208,92,63,96,146,180,104,138,4,0,63,0,17,8,4,5,93,63,7,63,0,0,0,0,350,196,106,310,312,359,167,350,90,0,233,0
MELEE,90,14,192,75,67,89,151,187,112,170,0,0,51,0,60,8,30,50,100,106,50,100,0,0,0,0,354,225,98,125,340,371,163,339,0,0,252,0
MELEE,91,19,231,107,88,95,148,183,110,166,13,0,83,0,47,8,22,50,67,104,37,67,0,0,0,0,360,232,241,127,358,369,157,358,239,0,265,0
MELEE,92,20,232,91,81,95,158,172,126,180,0,0,39,0,70,8,36,50,67,77,60,67,0,0,0,0,361,244,199,129,370,366,314,366,0,0,233,0
MELEE,93,21,231,92,81,98,171,159,116,184,0,0,61,0,55,8,30,55,116,124,50,116,0,0,0,0,339,238,202,135,376,306,172,361,0,0,245,0
MELEE,94,15,233,111,68,106,158,187,112,145,0,0,76,37,55,8,35,50,117,77,50,77,0,0,0,0,360,210,96,228,271,360,160,243,0,0,231,316
MELEE,95,15,252,127,84,110,165,212,127,141,3,0,120,36,60,8,30,50,84,97,50,84,0,0,0,0,369,243,232,290,359,370,261,170,43,0,252,303
MELEE,96,17,223,77,83,89,161,183,107,154,0,0,30,0,77,8,22,5,72,67,37,67,0,0,0,0,350,240,272,129,369,378,162,372,0,0,225,0
MELEE,97,9,245,87,67,84,127,181,112,169,0,0,12,0,104,11,40,50,67,67,67,67,0,0,0,0,360,230,100,125,167,364,167,370,0,0,58,0
MELEE,98,12,219,101,75,96,198,163,134,143,0,0,128,0,40,11,24,30,107,107,40,107,0,0,0,0,354,210,101,123,370,368,357,163,0,0,278,0
MELEE,99,18,201,88,75,96,134,165,109,169,0,2,61,15,42,8,22,5,37,37,37,37,0,0,0,0,374,206,118,335,177,375,171,369,0,33,220,265
MELEE,100,32,178,73,66,80,153,165,97,154,0,11,61,10,47,11,22,39,85,85,37,85,0,0,0,0,370,237,263,130,375,380,173,365,0,339,290,42
MELEE,101,21,233,107,86,113,151,181,126,194,0,0,73,4,47,8,22,39,98,98,37,98,0,0,0,0,379,215,220,315,197,354,182,380,0,0,245,42
MELEE,102,18,236,101,104,122,148,212,130,169,0,0,80,32,60,8,30,50,67,67,50,67,0,0,0,0,372,203,223,329,174,380,167,380,0,0,279,273
MELEE,103,12,261,110,108,138,169,180,130,168,0,0,32,43,83,8,40,50,110,113,67,110,0,0,0,0,381,201,227,338,388,370,169,325,0,0,229,292
MELEE,104,13,227,107,100,121,162,197,128,184,0,0,61,46,77,8,40,55,105,115,67,105,0,0,0,0,377,246,290,339,280,385,173,377,0,0,222,315
MELEE,105,12,295,148,89,108,165,229,130,204,0,0,123,0,77,8,40,55,104,110,67,104,0,0,0,0,360,250,224,132,351,381,163,373,0,0,280,0
MELEE,106,19,244,113,74,104,167,195,120,174,0,0,108,18,56,8,22,7,95,95,37,95,0,0,0,0,380,232,100,328,379,390,167,386,0,0,240,351
MELEE,107,14,234,83,73,87,139,185,111,189,0,0,84,27,61,8,31,5,65,65,37,65,0,0,0,0,369,182,101,129,172,373,163,361,0,0,275,240
MELEE,108,25,245,103,84,102,159,212,137,162,0,0,88,9,47,8,22,50,67,67,37,67,0,0,0,0,367,235,240,135,350,389,380,350,0,0,257,236
MELEE,109,12,267,122,75,108,173,179,119,179,0,0,29,21,37,8,22,5,93,93,37,93,0,0,0,0,376,204,117,356,374,343,166,352,0,0,194,254
MELEE,110,20,236,112,95,107,165,204,126,192,0,0,76,15,47,8,22,25,84,84,37,84,0,0,0,0,370,211,312,318,381,380,173,394,0,0,262,300
MELEE,111,16,305,141,102,122,212,250,140,172,0,0,110,0,60,8,30,55,114,114,50,114,0,0,0,0,387,237,245,239,392,393,177,362,0,0,253,0
MELEE,112,12,219,115,74,102,138,170,109,153,0,29,100,0,48,8,26,25,81,91,43,81,0,0,0,0,348,242,195,325,182,391,167,376,0,351,266,0
MELEE,113,15,275,96,84,114,152,231,124,208,0,0,116,3,60,8,35,50,72,82,50,72,0,0,0,0,355,232,176,162,180,383,167,399,0,0,273,47
MELEE,114,14,264,129,102,111,175,214,139,161,0,0,129,0,50,10,27,29,85,75,45,75,0,0,0,0,371,260,227,214,391,390,387,325,0,0,250,0
MELEE,115,11,250,115,71,116,184,148,126,150,0,0,35,6,61,8,31,50,77,67,51,67,0,0,0,0,359,220,121,290,350,348,293,382,0,0,223,65
MELEE,116,16,236,107,74,101,142,178,111,167,14,0,89,0,72,8,29,19,82,77,49,77,0,0,0,0,372,212,201,330,173,377,165,385,219,0,254,0
MELEE,117,18,236,107,99,125,144,205,116,168,0,0,73,19,77,8,40,50,67,67,67,67,0,0,0,0,377,213,246,347,176,398,169,391,0,0,255,350
MELEE,118,18,207,79,83,97,141,176,111,182,0,0,58,16,60,8,29,5,67,67,48,77,0,0,0,0,370,180,247,362,184,402,167,390,0,0,251,280
MELEE,119,12,252,107,80,104,153,244,117,172,0,0,82,16,77,8,40,50,103,103,67,113,0,0,0,0,347,227,200,133,177,400,167,390,0,0,263,195
MELEE,120,22,278,130,102,133,157,208,140,221,0,0,101,49,42,8,27,10,92,99,37,92,0,0,0,0,370,220,226,350,181,393,388,403,0,0,270,363
MELEE,121,20,260,124,105,135,157,180,128,203,0,0,98,34,47,8,22,50,67,67,37,77,0,0,0,0,390,240,276,354,350,400,177,386,0,0,250,330
MELEE,122,11,294,123,114,131,158,288,132,177,0,0,97,62,87,8,46,60,130,130,77,130,0,0,0,0,369,220,253,335,178,402,160,370,0,0,250,336
MELEE,123,14,276,110,83,117,181,204,142,169,0,0,107,35,173,24,30,50,126,126,50,126,0,0,0,0,384,201,160,190,380,391,400,289,0,0,235,235
MELEE,124,9,266,143,94,109,225,228,135,192,0,0,77,5,111,17,55,60,104,104,91,104,0,0,0,0,375,207,214,133,375,400,175,370,0,0,263,42
MELEE,125,26,284,146,96,126,172,225,133,175,0,0,139,22,60,8,30,50,92,92,50,117,0,0,0,0,403,260,252,365,400,403,176,401,0,0,291,338
MELEE,126,16,188,72,54,74,141,159,90,145,29,0,56,0,50,8,21,5,55,55,34,55,0,0,0,0,378,203,100,132,325,400,166,400,265,0,255,0
MELEE,127,13,291,128,107,141,182,201,137,156,0,0,153,46,77,8,40,50,100,122,67,100,0,0,0,0,399,223,229,350,340,397,177,183,0,0,262,331
MELEE,128,15,265,143,77,108,145,176,118,197,0,4,90,30,17,13,4,5,87,98,7,87,0,0,0,0,394,238,140,320,180,400,178,400,0,60,275,325
MELEE,129,12,267,130,100,126,157,211,131,175,0,0,62,51,77,8,40,50,100,100,67,100,0,0,0,0,394,243,253,244,182,400,177,393,0,0,245,342
MELEE,130,22,313,140,128,139,222,208,148,227,0,11,153,24,135,8,78,85,140,139,116,139,0,0,0,0,380,225,235,340,401,401,173,397,0,242,270,340
MELEE,131,13,306,119,111,133,153,212,147,185,0,0,104,36,77,13,50,50,113,113,67,113,0,0,0,0,376,259,268,328,183,401,300,393,0,0,260,254
MELEE,132,12,281,132,88,144,173,238,136,176,29,0,137,40,77,13,40,50,115,115,67,115,0,0,0,0,377,248,150,340,365,400,169,352,351,0,272,333
MELEE,133,12,321,180,108,169,223,218,144,190,0,0,179,76,161,61,52,81,136,136,87,136,0,0,0,0,385,225,240,340,404,370,180,340,0,0,266,350
MELEE,134,13,279,109,95,108,167,235,124,174,0,0,123,60,64,8,32,50,92,92,53,120,0,0,0,0,370,218,260,140,300,400,173,323,0,0,303,320
MELEE,135,15,279,126,116,124,199,246,140,165,0,0,101,18,77,8,40,50,74,74,67,74,0,0,0,0,393,221,230,325,400,406,180,260,0,0,257,275
MELEE,136,19,311,158,110,110,156,231,136,228,19,0,112,14,60,8,30,55,74,84,50,74,0,0,0,0,403,231,316,135,181,402,177,409,367,0,285,273
MELEE,137,5,240,128,68,142,162,234,113,158,0,0,144,133,60,12,30,55,120,127,50,120,0,0,0,0,341,221,91,333,188,403,151,183,0,0,275,334
MELEE,138,9,279,113,93,98,173,195,132,220,8,0,118,0,153,8,52,5,93,93,87,135,0,0,0,0,390,208,206,135,390,393,180,362,63,0,278,0
MELEE,139,13,278,120,87,105,194,192,132,181,0,0,124,22,67,8,30,50,67,77,50,67,0,0,0,0,407,248,167,135,405,406,180,399,0,0,288,289
MELEE,140,12,322,155,121,147,220,164,178,203,31,8,197,25,62,5,34,5,84,84,57,84,0,0,0,0,406,246,304,345,410,192,400,416,369,90,307,300
MELEE,141,19,288,93,88,114,193,211,150,196,0,0,171,0,77,8,40,50,75,85,67,75,0,0,0,0,390,252,188,138,400,408,400,401,0,0,272,0
MELEE,142,8,340,138,91,148,197,212,152,241,0,0,193,40,164,53,74,93,135,135,124,135,0,0,0,0,397,234,106,309,410,400,177,375,0,0,278,319
MELEE,143,8,249,134,95,128,168,189,124,166,0,0,129,38,77,13,40,50,103,103,67,103,0,0,0,0,396,231,213,342,347,377,184,292,0,0,250,305
MELEE,144,10,349,160,148,125,192,228,180,240,0,0,144,0,242,51,60,88,141,131,100,131,0,0,0,0,397,251,317,145,378,420,402,410,0,0,247,0
MELEE,145,20,280,140,114,122,164,236,134,188,18,0,138,23,65,8,30,50,67,67,50,87,0,0,0,0,390,265,287,350,284,404,181,420,358,0,310,244
MELEE,146,5,317,188,106,155,161,205,141,225,0,0,89,77,249,129,71,70,136,136,119,136,0,0,0,0,393,242,191,350,173,377,167,378,0,0,259,386
MELEE,147,8,299,158,92,112,203,256,134,215,0,0,93,0,77,8,40,50,113,130,67,113,0,0,0,0,400,250,152,138,416,416,180,400,0,0,260,0
MELEE,148,9,302,164,100,134,164,185,136,234,40,0,142,57,77,13,45,50,130,130,67,130,0,0,0,0,390,229,252,337,183,375,173,415,358,0,276,352
MELEE,149,15,299,169,94,118,205,219,146,183,0,0,118,35,100,8,40,50,113,112,67,112,0,0,0,0,374,224,206,228,400,405,260,407,0,0,274,313
MELEE,150,20,334,159,127,134,219,229,166,228,0,0,175,0,58,13,28,50,130,130,47,130,0,0,0,0,404,247,240,360,405,410,400,407,0,0,274,0
MELEE,151,8,291,159,120,141,159,219,141,238,0,0,99,47,129,22,56,80,117,117,93,117,0,0,0,0,382,236,275,360,181,400,181,403,0,0,273,375
MELEE,152,8,278,122,93,105,179,184,134,222,0,26,48,0,126,8,40,50,123,123,67,123,0,0,0,0,359,268,180,139,358,373,163,367,0,204,229,0
MELEE,153,15,245,112,106,130,151,191,128,174,0,3,111,72,12,8,4,5,100,95,7,95,0,0,0,0,419,245,296,370,187,383,376,405,0,48,269,327
MELEE,154,5,226,99,71,99,157,205,117,161,72,0,153,0,60,11,30,50,123,133,50,123,0,0,0,0,368,230,119,140,190,414,190,209,360,0,330,0
MELEE,155,13,278,126,103,103,159,209,127,213,0,0,132,0,102,21,24,15,100,100,41,100,0,0,0,0,408,219,227,142,191,420,183,413,0,0,270,0
MELEE,156,12,269,147,106,141,168,172,122,179,31,0,107,57,77,8,40,50,74,74,67,74,0,0,0,0,410,276,247,360,381,410,183,400,375,0,287,360
MELEE,157,11,311,168,110,134,166,216,158,257,0,0,166,33,63,54,23,43,120,120,38,131,0,0,0,0,407,249,260,376,184,403,416,420,0,0,295,360
MELEE,158,11,241,95,78,116,147,147,114,190,34,0,131,28,42,8,22,50,67,67,37,67,0,0,0,0,379,225,212,356,184,184,171,406,378,0,315,313
MELEE,159,13,288,137,80,136,172,209,133,190,0,0,139,28,77,13,30,30,67,67,50,67,0,0,0,0,403,250,110,350,385,373,183,414,0,0,277,370
MELEE,160,12,301,130,112,134,178,217,136,211,0,0,163,58,87,34,34,50,87,87,57,87,0,0,0,0,410,271,305,375,410,423,180,397,0,0,276,345
MELEE,161,6,308,105,96,121,175,175,160,288,0,0,169,0,123,21,68,50,124,124,113,134,0,0,0,0,402,229,108,145,195,193,180,416,0,0,270,0
MELEE,162,5,256,119,80,97,152,154,133,276,0,0,52,0,45,8,24,50,111,111,40,126,0,0,0,0,397,252,111,140,187,187,184,407,0,0,261,0
